B9FU30_ORYSJ_284-472	B9FU30_ORYSJ_849-1024	Q5Z6I4_ORYSJ_261-445	Q5Z6I4_ORYSJ_857-1036	D0NKW7_PHYIT_491-663	D0NKW7_PHYIT_696-864	Q22US2_TETTS_932-1154	Q22US2_TETTS_1211-1402	Q22US2_TETTS_1444-1649	B9G1J5_ORYSJ_289-475	B9G1J5_ORYSJ_898-1071	C2GR1_ARATH_236-423	C2GR1_ARATH_844-1019	A9TQ08_PHYPA_235-415	A9TQ08_PHYPA_826-1012	C2GR2_ARATH_238-426	C2GR2_ARATH_849-1023	B9F3V9_ORYSJ_332-515	B9F3V9_ORYSJ_899-1075	A9SDA2_PHYPA_232-412	A9SDA2_PHYPA_817-1004	A9TQF1_PHYPA_224-401	A9TQF1_PHYPA_820-1003	Q7XKT6_ORYSJ_248-436	Q7XKT6_ORYSJ_859-1033	YSP2_YEAST_841-1021	YSP2_YEAST_1046-1230	A9RSX7_PHYPA_212-394	A9RSX7_PHYPA_807-992	F4HVW5_ARATH_257-449	YHO0_YEAST_751-934	YHO0_YEAST_957-1143	B9G4K6_ORYSJ_394-582	GRM1B_HUMAN_55-233	GRM1B_HUMAN_321-502	GRM1B_MOUSE_321-502	GRM1C_HUMAN_107-289	GRM1C_HUMAN_312-494	B3KUR5_HUMAN_45-223	GRM1C_MOUSE_107-289	Q8W4D4_ARATH_391-576	I7M7X5_TETTS_1013-1226	I7M7X5_TETTS_1307-1507	Q2MGF5_CAEEL_57-244	J3KR86_HUMAN_127-303	Q55FU7_DICDI_479-662	GRM1A_MOUSE_365-539	C4M0I0_ENTHI_201-371	C4M0I0_ENTHI_381-531	B3KQF7_HUMAN_127-303	Q8MRR1_DROME_41-220	Q86AF7_DICDI_286-471	D0MXP9_PHYIT_957-1148	Q8MKJ8_DROME_144-324	D0NMG0_PHYIT_279-489	B8C8I7_THAPS_81-294	Q22XZ6_TETTS_144-333	Q4P940_USTMA_827-1016	B9F0Z0_ORYSJ_387-537	B8BQ30_THAPS_365-549	V5IMN0_NEUCR_493-676	B9G4T6_ORYSJ_322-427	Q55CZ7_DICDI_2-179	F8WJ74_MOUSE_365-496	Q86AF6_DICDI_540-708	B8CDL4_THAPS_224-415	D0NJ57_PHYIT_385-538	YL072_YEAST_390-578	B8C2T9_THAPS_869-1064	Q4QEC5_LEIMA_378-547	B8CDL2_THAPS_184-373	Q4QEC6_LEIMA_54-221	Q8VZF8_ARATH_257-370	Q4Q507_LEIMA_35-214	C4LUM2_ENTHI_46-249	I7MCY9_TETTS_788-993	Q5BB65_EMENI_853-1030	YFE2_YEAST_402-586	B8BUE2_THAPS_254-437	Q23QL2_TETTS_311-513	Q7RWT3_NEUCR_945-1126	D0NHH4_PHYIT_394-641	Q6K8R7_ORYSJ_365-458	B8LDM5_THAPS_929-1109	I7M5W4_TETTS_346-560	
195.97	60.44	234.97	61.99	213.87	173.23	177.45	175.35	183.97	202.60	0.00	209.72	72.73	209.72	117.70	202.60	80.93	225.79	75.38	209.72	126.52	217.41	114.93	178.49	99.84	216.24	191.56	225.79	132.88	168.41	217.41	217.41	178.49	195.97	195.97	195.97	195.97	195.97	195.97	202.60	202.60	183.97	206.27	168.41	178.49	178.49	178.49	225.79	207.57	178.49	217.41	178.49	163.74	195.97	163.74	195.97	225.79	189.78	173.04	173.32	195.97	180.35	233.72	186.93	217.41	189.78	199.23	217.41	173.32	211.49	245.14	219.68	171.70	234.97	182.91	217.41	195.97	209.72	194.88	183.97	202.60	256.54	175.35	284.47	217.41	
63.67	189.78	37.82	183.97	194.88	199.23	210.86	188.71	186.07	56.16	209.72	0.00	177.45	59.09	163.74	56.16	173.32	62.12	284.47	78.91	168.41	73.55	163.74	68.49	183.97	156.01	171.26	73.55	189.78	170.42	161.25	165.73	186.07	119.51	119.51	122.37	122.37	122.37	122.37	128.36	170.42	204.82	182.91	152.90	148.98	156.98	148.98	186.07	229.74	148.98	156.98	152.90	152.90	134.75	180.56	161.25	186.07	141.60	216.97	175.35	165.73	159.18	169.41	146.78	170.42	175.35	194.15	156.98	186.07	136.83	180.56	133.38	175.35	198.15	148.02	237.48	165.73	125.32	164.73	237.48	180.56	198.15	186.71	161.25	247.76	
201.48	72.73	224.58	53.64	205.11	153.24	207.42	174.30	194.88	182.91	72.73	177.45	0.00	201.48	119.63	177.45	85.95	194.88	85.95	194.88	125.59	224.58	122.56	188.71	92.23	193.78	190.45	224.58	128.71	188.71	194.88	201.48	177.45	158.29	158.29	158.29	154.05	154.05	154.05	162.73	177.45	208.57	191.56	162.73	162.73	194.88	162.73	216.24	215.29	162.73	188.71	177.45	158.29	188.71	188.71	177.45	182.91	188.71	166.33	177.45	182.91	199.23	232.46	164.93	208.57	194.88	149.21	208.57	194.88	177.54	216.24	177.54	189.60	268.01	242.52	188.71	194.88	194.88	166.37	201.48	177.45	233.72	157.04	243.83	224.58	
90.61	178.49	75.30	178.49	177.45	180.78	197.06	201.48	191.92	94.86	209.72	59.09	201.48	0.00	195.97	73.55	209.72	92.71	245.14	36.64	183.97	34.31	202.60	86.55	209.72	156.01	171.26	59.09	183.97	165.73	170.42	175.35	165.73	152.90	152.90	156.98	141.60	141.60	141.60	141.60	165.73	204.82	194.88	148.98	145.22	152.90	145.22	180.56	241.20	145.22	156.98	156.98	161.25	122.37	148.98	191.92	186.07	148.98	193.20	165.73	148.98	166.19	210.86	137.39	141.60	170.42	162.82	186.07	191.92	186.54	165.73	175.35	184.86	191.92	169.41	219.75	170.42	152.90	160.27	259.29	186.07	191.92	186.71	156.98	228.20	
155.03	112.25	173.32	117.70	186.54	158.66	201.48	192.67	195.97	183.97	117.70	163.74	119.63	195.97	0.00	189.78	123.49	189.78	107.09	189.78	31.53	178.49	30.40	159.29	114.93	177.45	164.31	178.49	66.79	155.03	178.49	178.49	155.03	163.74	163.74	163.74	195.97	195.97	195.97	202.60	155.03	202.60	199.23	168.41	189.78	173.32	189.78	209.72	238.15	189.78	195.97	173.32	163.74	173.32	183.97	159.29	178.49	147.06	173.04	178.49	195.97	157.63	243.83	213.36	202.60	195.97	177.87	209.72	183.97	203.94	189.78	219.68	191.56	256.54	194.88	217.41	202.60	234.97	182.91	202.60	209.72	217.41	158.79	178.49	159.29	
63.67	189.78	68.49	209.72	182.91	165.34	218.58	201.48	198.15	60.60	202.60	56.16	177.45	73.55	189.78	0.00	195.97	66.85	245.14	78.91	189.78	90.61	189.78	77.09	178.49	197.06	161.72	86.55	234.97	170.42	175.35	180.56	170.42	125.32	125.32	128.36	134.75	134.75	134.75	138.11	180.56	165.73	172.29	148.98	145.22	145.22	145.22	170.42	210.29	145.22	148.98	161.25	161.25	141.60	180.56	180.56	170.42	148.98	193.20	165.73	152.90	166.19	190.85	146.78	170.42	186.07	187.00	170.42	191.92	156.29	186.07	152.07	195.43	191.92	148.02	219.75	152.90	148.98	174.34	228.20	204.82	175.35	197.34	170.42	228.20	
195.97	107.09	202.60	104.61	192.67	184.35	194.88	165.34	178.49	189.78	80.93	173.32	85.95	209.72	123.49	195.97	0.00	195.97	117.70	183.97	114.93	209.72	114.93	178.49	90.97	194.88	164.31	202.60	123.49	173.32	195.97	209.72	195.97	163.74	163.74	163.74	183.97	183.97	183.97	183.97	178.49	209.72	206.27	183.97	178.49	195.97	178.49	225.79	216.71	178.49	202.60	173.32	178.49	217.41	189.78	159.29	209.72	189.78	178.94	178.49	195.97	172.16	233.72	194.95	183.97	209.72	155.28	217.41	168.41	196.96	245.14	196.96	181.11	256.54	201.48	202.60	209.72	234.97	216.24	245.14	225.79	284.47	158.79	256.54	245.14	
27.66	183.97	62.12	209.72	201.48	192.67	218.58	188.71	191.92	53.31	225.79	62.12	194.88	92.71	189.78	66.85	195.97	0.00	269.48	82.65	189.78	99.31	189.78	77.09	202.60	156.01	161.72	90.61	234.97	161.25	152.90	175.35	186.07	156.98	156.98	156.98	145.22	145.22	145.22	141.60	204.82	191.92	177.45	161.25	156.98	161.25	156.98	191.92	219.52	156.98	161.25	156.98	152.90	148.98	191.92	191.92	191.92	156.98	216.97	180.56	156.98	173.76	179.53	141.97	165.73	204.82	194.15	145.22	219.75	170.22	186.07	170.22	184.86	204.82	169.41	191.92	175.35	138.11	151.93	247.76	219.75	165.73	222.99	186.07	204.82	
209.72	43.59	324.22	73.60	213.87	203.94	208.57	199.23	225.79	234.97	75.38	284.47	85.95	245.14	107.09	245.14	117.70	269.48	0.00	217.41	129.65	225.79	117.70	225.79	112.25	282.89	316.27	256.54	147.06	178.49	324.22	269.48	202.60	178.49	178.49	183.97	202.60	202.60	202.60	217.41	234.97	269.48	241.20	225.79	195.97	217.41	195.97	269.48	207.57	195.97	234.97	189.78	183.97	209.72	178.49	189.78	234.97	217.41	225.06	209.72	225.79	254.24	268.01	203.71	217.41	178.49	191.56	256.54	195.97	238.56	256.54	249.62	163.13	217.41	182.91	195.97	269.48	269.48	208.57	234.97	178.49	352.79	236.78	225.79	234.97	
88.56	183.97	77.09	183.97	182.91	175.35	197.06	194.88	191.92	92.71	209.72	78.91	194.88	36.64	189.78	78.91	183.97	82.65	217.41	0.00	178.49	29.83	183.97	90.61	195.97	148.02	161.72	68.49	202.60	165.73	165.73	175.35	170.42	161.25	161.25	161.25	165.73	165.73	165.73	165.73	175.35	198.15	201.48	165.73	148.98	175.35	148.98	161.25	254.24	148.98	156.98	152.90	161.25	131.50	152.90	204.82	191.92	138.11	193.20	175.35	148.98	181.99	218.58	146.78	138.11	191.92	187.00	161.25	198.15	192.67	198.15	186.54	195.43	175.35	156.01	228.20	145.22	141.60	164.73	237.48	180.56	186.07	186.71	156.98	186.07	
168.41	120.55	178.49	123.49	186.54	173.23	201.48	206.27	195.97	209.72	126.52	168.41	125.59	183.97	31.53	189.78	114.93	189.78	129.65	178.49	0.00	189.78	17.83	159.29	104.61	188.71	174.30	163.74	66.79	178.49	178.49	195.97	159.29	159.29	159.29	159.29	178.49	178.49	178.49	183.97	159.29	234.97	241.20	159.29	183.97	178.49	183.97	234.97	226.82	183.97	202.60	183.97	163.74	195.97	202.60	183.97	183.97	159.29	178.94	168.41	202.60	199.23	224.58	194.95	209.72	168.41	160.44	225.79	189.78	203.94	168.41	219.68	203.31	234.97	201.48	217.41	202.60	225.79	194.88	225.79	225.79	217.41	184.86	183.97	189.78	
94.86	183.97	77.09	195.97	201.48	199.23	197.06	177.45	191.92	103.97	217.41	73.55	224.58	34.31	178.49	90.61	209.72	99.31	225.79	29.83	189.78	0.00	178.49	86.55	209.72	156.01	166.37	70.14	183.97	161.25	180.56	170.42	170.42	161.25	161.25	161.25	152.90	152.90	152.90	152.90	180.56	191.92	194.88	141.60	161.25	175.35	161.25	175.35	254.24	161.25	165.73	165.73	175.35	134.75	170.42	204.82	198.15	148.98	208.37	170.42	148.98	166.19	227.00	157.20	141.60	204.82	210.29	198.15	219.75	199.23	211.99	192.67	195.43	191.92	148.02	237.48	161.25	138.11	169.41	247.76	211.99	180.56	186.71	161.25	191.92	
163.74	114.93	173.32	117.70	186.54	178.63	172.29	199.23	189.78	202.60	114.93	163.74	122.56	202.60	30.40	189.78	114.93	189.78	117.70	183.97	17.83	178.49	0.00	173.32	123.49	182.91	174.30	178.49	70.13	163.74	173.32	195.97	173.32	163.74	163.74	163.74	173.32	173.32	173.32	178.49	168.41	245.14	222.14	173.32	202.60	183.97	202.60	225.79	216.71	202.60	189.78	189.78	163.74	189.78	195.97	183.97	183.97	168.41	178.94	173.32	195.97	180.35	216.24	213.36	195.97	155.03	165.90	234.97	202.60	196.96	183.97	211.49	191.56	234.97	201.48	217.41	195.97	234.97	188.71	234.97	209.72	217.41	175.35	209.72	189.78	
68.49	168.41	77.09	168.41	182.91	186.54	227.00	201.48	180.56	90.61	178.49	68.49	188.71	86.55	159.29	77.09	178.49	77.09	225.79	90.61	159.29	86.55	173.32	0.00	183.97	156.01	157.29	88.56	189.78	170.42	165.73	186.07	180.56	134.75	134.75	134.75	141.60	141.60	141.60	148.98	180.56	211.99	194.88	148.98	170.42	165.73	170.42	186.07	229.74	170.42	170.42	156.98	170.42	152.90	141.60	165.73	165.73	125.32	216.97	175.35	170.42	159.18	210.86	175.35	180.56	228.20	194.15	165.73	204.82	165.34	204.82	170.22	184.86	204.82	164.73	170.42	165.73	152.90	185.02	191.92	211.99	198.15	197.34	156.98	219.75	
195.97	112.25	183.97	107.09	222.14	203.94	268.01	231.19	209.72	183.97	99.84	183.97	92.23	209.72	114.93	178.49	90.97	202.60	112.25	195.97	104.61	209.72	123.49	183.97	0.00	243.83	212.68	217.41	136.24	234.97	202.60	209.72	168.41	178.49	178.49	183.97	183.97	183.97	183.97	189.78	173.32	234.97	265.08	217.41	173.32	209.72	173.32	302.28	238.15	173.32	209.72	209.72	183.97	189.78	256.54	217.41	234.97	163.74	185.23	178.49	173.32	274.97	233.72	166.27	234.97	173.32	191.56	202.60	183.97	184.35	183.97	178.63	251.01	217.41	224.58	234.97	183.97	209.72	255.16	302.28	173.32	225.79	207.32	189.78	234.97	
151.93	243.83	156.01	224.58	176.41	179.71	256.54	200.36	197.06	179.53	216.24	156.01	193.78	156.01	177.45	197.06	194.88	156.01	282.89	148.02	188.71	156.01	182.91	156.01	243.83	0.00	72.76	137.18	194.88	174.34	51.09	85.69	210.86	174.34	174.34	179.53	164.73	164.73	164.73	160.27	203.71	227.00	171.26	169.41	174.34	164.73	174.34	203.71	167.11	179.53	179.53	190.85	174.34	190.85	203.71	227.00	203.71	103.09	260.66	197.06	87.69	166.19	209.72	188.33	197.06	257.91	185.74	115.84	246.45	220.91	227.00	220.91	218.82	286.06	217.41	218.58	96.18	118.61	217.41	246.45	190.85	236.23	236.78	197.06	227.00	
161.72	212.68	171.26	191.56	190.45	166.00	170.22	168.12	171.26	166.37	191.56	171.26	190.45	171.26	164.31	161.72	164.31	161.72	316.27	161.72	174.30	166.37	174.30	157.29	212.68	72.76	0.00	153.06	164.31	200.36	83.06	55.71	207.42	171.26	171.26	171.26	137.80	137.80	137.80	145.12	166.37	193.78	163.27	166.37	176.41	166.37	176.41	171.26	188.95	176.41	166.37	176.41	193.78	200.36	207.42	242.52	207.42	110.42	220.91	187.63	93.52	173.76	199.23	192.05	207.42	223.36	158.03	107.82	207.42	188.20	200.36	188.20	227.80	200.36	192.67	223.36	95.76	110.42	231.19	200.36	200.36	232.46	214.58	181.85	187.63	
90.61	202.60	86.55	202.60	188.71	222.14	197.06	216.24	198.15	84.58	225.79	73.55	224.58	59.09	178.49	86.55	202.60	90.61	256.54	68.49	163.74	70.14	178.49	88.56	217.41	137.18	153.06	0.00	202.60	170.42	141.60	156.98	191.92	148.98	148.98	152.90	165.73	165.73	165.73	161.25	191.92	198.15	208.57	156.98	148.98	152.90	148.98	152.90	194.15	148.98	165.73	161.25	148.98	138.11	161.25	198.15	152.90	134.75	226.43	198.15	152.90	152.64	174.34	146.78	170.42	191.92	168.31	161.25	191.92	160.71	165.73	160.71	236.78	191.92	160.27	228.20	152.90	125.32	203.71	287.64	198.15	180.56	222.99	175.35	219.75	
202.60	126.52	209.72	147.06	170.22	168.12	188.71	180.78	189.78	256.54	132.88	189.78	128.71	183.97	66.79	234.97	123.49	234.97	147.06	202.60	66.79	183.97	70.13	189.78	136.24	194.88	164.31	202.60	0.00	168.41	189.78	225.79	143.32	195.97	195.97	195.97	217.41	217.41	217.41	209.72	150.97	245.14	241.20	168.41	217.41	159.29	217.41	189.78	199.23	217.41	209.72	183.97	173.32	173.32	178.49	202.60	173.32	173.32	167.48	209.72	202.60	172.16	243.83	224.11	209.72	159.29	160.44	217.41	178.49	196.96	178.49	190.45	163.13	225.79	182.91	234.97	195.97	234.97	194.88	209.72	217.41	225.79	166.71	178.49	195.97	
161.25	168.41	170.42	195.97	146.10	144.15	179.53	158.29	145.22	180.56	168.41	170.42	188.71	165.73	155.03	170.42	173.32	161.25	178.49	165.73	178.49	161.25	163.74	170.42	234.97	174.34	200.36	170.42	168.41	0.00	204.82	247.76	145.22	161.25	161.25	161.25	175.35	175.35	175.35	170.42	152.90	156.98	149.99	134.75	156.98	116.74	161.25	156.98	157.63	156.98	165.73	116.74	138.11	161.25	108.87	145.22	128.36	165.73	168.63	148.98	228.20	50.62	160.27	151.85	161.25	152.90	131.31	191.92	165.73	170.22	180.56	175.35	5.89	198.15	127.44	141.60	191.92	191.92	133.82	191.92	186.07	198.15	160.52	191.92	170.42	
165.73	234.97	161.25	245.14	194.88	186.54	218.58	233.72	175.35	180.56	217.41	161.25	194.88	170.42	178.49	175.35	195.97	152.90	324.22	165.73	178.49	180.56	173.32	165.73	202.60	51.09	83.06	141.60	189.78	204.82	0.00	92.71	198.15	175.35	175.35	175.35	165.73	165.73	165.73	170.42	198.15	180.56	158.29	198.15	175.35	180.56	175.35	211.99	219.52	175.35	191.92	228.20	175.35	211.99	211.99	228.20	237.48	106.39	262.26	228.20	101.61	191.01	203.71	182.27	211.99	228.20	241.20	119.51	219.75	199.23	204.82	199.23	311.69	219.75	246.45	211.99	97.06	111.42	246.45	219.75	180.56	228.20	258.26	161.25	186.07	
165.73	234.97	161.25	209.72	255.16	231.19	227.00	233.72	228.20	161.25	217.41	165.73	201.48	175.35	178.49	180.56	209.72	175.35	269.48	175.35	195.97	170.42	195.97	186.07	209.72	85.69	55.71	156.98	225.79	247.76	92.71	0.00	219.75	191.92	191.92	198.15	148.98	148.98	148.98	152.90	191.92	228.20	188.71	198.15	191.92	170.42	191.92	175.35	229.74	191.92	191.92	204.82	165.73	211.99	237.48	259.29	228.20	108.87	226.43	204.82	94.86	212.09	190.85	206.65	198.15	247.76	194.15	156.98	237.48	231.19	247.76	231.19	360.21	228.20	236.23	204.82	97.06	134.75	236.23	198.15	204.82	237.48	197.34	204.82	219.75	
