											  0.00	220.04	 85.73	213.30	134.46	208.62	 95.80	231.19	 84.29	213.30	139.40	211.58	127.49	184.92	113.62	226.31	211.58	239.31	147.33	184.92	221.78	234.86	186.47	206.09	206.09	206.09	209.85	209.85	209.85	215.65	215.86	205.02	221.86	176.88	182.57	202.56	182.57	249.47	223.10	182.57	243.18	194.50	177.64	229.35	162.23	209.85	228.98	194.50	183.93	183.36	205.02	184.96	235.51	189.78	238.22	197.61	209.77	234.86	191.56	233.21	225.42	247.76	191.10	261.72	209.85	228.98	220.91	242.14	212.44	192.67	220.04	229.87	178.31	301.53	250.03		B9G1J5_ORYSJ_898-1071 11
												  0.00	205.02	 70.40	189.85	 65.47	194.50	 62.22	371.81	 85.45	194.81	 80.98	194.06	 77.41	201.73	173.90	173.90	 78.80	212.28	199.23	170.36	179.77	203.10	130.43	132.41	134.75	127.92	127.92	130.43	134.75	184.35	209.08	198.39	160.17	155.28	177.51	153.85	200.06	225.06	155.28	170.36	171.20	174.63	155.11	200.78	193.12	187.99	154.94	231.73	208.28	171.08	165.90	184.14	154.81	173.81	196.88	193.74	167.87	210.69	163.82	189.54	155.28	205.79	200.90	181.95	230.75	160.79	143.34	172.44	221.82	188.01	210.69	207.18	176.93	237.59		C2GR1_ARATH_236-423 12
													  0.00	199.23	137.80	189.21	 97.11	212.44	 90.82	208.62	142.77	223.62	140.76	194.50	107.27	208.62	192.90	220.04	147.33	200.03	216.71	200.84	196.88	174.58	174.58	174.58	169.30	169.30	169.30	180.99	205.84	233.95	201.82	180.05	182.57	201.73	186.83	205.48	236.52	182.57	215.65	202.56	178.40	205.24	187.24	195.97	201.64	215.86	178.05	189.67	190.78	233.52	247.11	189.78	249.47	216.53	173.47	227.21	206.65	205.74	216.53	198.32	186.93	305.67	264.91	208.62	200.90	211.12	175.35	229.74	206.09	244.02	162.94	273.78	251.01		C2GR1_ARATH_844-1019 13
														  0.00	225.23	 80.27	226.31	 99.25	251.98	 40.20	208.28	 33.53	225.23	 91.89	223.62	184.63	178.40	 63.11	223.51	179.04	188.78	200.01	179.04	155.99	155.99	159.06	157.63	157.63	157.63	157.63	171.80	231.63	220.00	145.99	143.92	186.13	142.53	190.48	257.05	143.92	174.61	168.38	185.38	136.22	168.38	223.51	188.37	166.95	222.99	187.24	157.39	171.70	239.31	136.59	147.30	175.35	181.81	186.88	186.88	202.82	174.61	185.92	191.56	210.72	189.54	223.51	181.59	156.69	187.24	250.49	200.84	205.61	196.19	168.52	251.98		A9TQ08_PHYPA_235-415 14
															  0.00	206.39	125.95	204.82	129.22	225.23	 35.20	205.84	 32.01	173.94	126.15	211.95	189.54	200.01	 75.74	181.95	208.28	209.89	185.82	187.24	189.54	189.54	207.47	207.47	205.84	207.47	169.09	217.55	208.99	200.01	215.01	186.13	213.30	212.98	236.78	215.01	223.51	194.66	188.78	207.47	199.23	176.88	219.30	163.97	184.52	186.47	218.40	167.97	249.06	237.48	228.42	202.56	194.47	234.27	204.82	213.56	217.55	218.05	208.93	234.56	234.27	234.86	207.78	252.95	210.29	218.18	215.01	240.30	165.78	206.36	188.78		A9TQ08_PHYPA_826-1012 15
																  0.00	226.31	 73.31	283.08	 91.89	207.18	 99.87	201.56	 81.67	206.94	223.51	176.84	 94.56	252.39	197.72	201.64	204.03	196.96	132.75	132.41	134.75	142.77	142.77	145.30	145.36	204.82	180.65	191.84	150.08	152.31	172.52	153.85	195.15	241.20	152.31	163.66	173.94	181.40	155.11	204.82	217.55	178.94	166.48	208.31	199.23	169.64	169.22	211.58	158.91	176.14	188.78	189.45	184.35	215.24	180.35	204.03	174.53	223.68	206.09	167.87	244.02	170.96	159.77	205.02	228.42	223.51	182.14	207.18	180.99	259.65		C2GR2_ARATH_238-426 16
																	  0.00	224.52	118.94	193.70	119.60	223.62	117.57	199.23	 92.64	233.95	187.63	220.04	136.90	190.00	228.98	222.65	228.98	182.57	182.57	182.57	204.39	204.39	204.39	204.39	211.12	243.08	216.34	204.20	206.09	203.38	206.09	220.00	240.04	206.09	215.65	200.03	186.47	236.47	184.63	173.81	236.68	210.29	184.86	187.63	222.65	160.99	236.47	217.41	212.09	213.30	181.11	235.77	179.91	219.01	255.59	217.09	191.10	261.72	205.24	223.51	249.06	235.77	232.11	249.47	240.26	281.96	164.37	287.33	243.08		C2GR2_ARATH_849-1023 17
																		  0.00	292.80	 93.65	187.63	104.20	195.43	 87.21	230.27	190.78	168.18	 97.93	265.70	191.81	182.35	176.84	215.24	165.51	167.67	167.67	155.11	155.11	159.06	152.21	231.63	211.12	195.00	173.90	164.06	190.30	162.60	204.39	224.03	164.06	176.84	176.08	179.15	166.95	212.77	220.91	202.33	164.37	227.44	197.66	171.70	187.63	204.39	153.85	174.56	211.12	216.91	175.35	237.59	196.60	212.77	190.69	222.30	229.35	209.89	205.02	185.70	145.94	173.10	259.59	228.98	184.63	241.20	198.39	209.45		B9F3V9_ORYSJ_332-515 18
																			  0.00	237.59	146.03	228.10	133.73	246.83	111.02	267.04	335.33	283.08	165.78	191.56	316.83	269.16	237.59	177.64	178.40	182.35	226.31	226.31	226.31	226.31	251.98	302.63	253.16	228.98	192.90	228.10	195.97	288.59	233.44	192.90	276.37	223.51	203.38	233.95	176.10	204.39	239.40	223.51	227.44	220.04	250.03	244.49	282.10	202.60	238.22	183.36	198.24	271.27	200.84	248.84	258.64	238.07	186.30	240.21	215.86	214.16	297.51	316.83	224.52	264.04	202.56	322.50	237.59	245.35	255.59		B9F3V9_ORYSJ_899-1075 19
																				  0.00	219.24	 29.39	225.23	101.70	211.58	168.91	167.45	 81.46	218.40	182.88	172.44	194.66	186.88	162.94	162.94	162.94	175.35	175.35	175.35	171.70	191.06	230.75	225.62	170.36	152.31	204.03	148.02	166.46	248.14	152.31	164.79	165.78	176.84	147.33	182.14	211.12	211.49	160.47	208.31	192.34	159.77	176.62	231.19	147.09	143.72	196.09	210.29	165.07	194.66	214.49	205.84	206.65	200.56	195.15	181.40	229.87	153.85	141.97	190.78	242.19	196.09	179.04	205.61	164.93	200.84		A9SDA2_PHYPA_232-412 20
																					  0.00	211.12	 22.59	174.65	117.62	229.87	208.28	179.04	 80.06	207.96	219.24	240.30	198.47	175.35	177.58	177.58	189.54	189.54	191.56	193.89	183.62	244.02	250.49	191.06	204.20	194.66	207.78	240.21	236.78	204.20	223.51	220.08	188.78	230.75	209.08	198.42	225.06	181.22	194.66	186.47	224.37	203.43	220.91	219.75	243.18	176.12	174.45	256.81	200.01	219.96	188.01	224.87	228.29	234.56	242.10	234.86	202.56	252.95	221.78	239.22	215.01	233.39	196.19	212.09	193.12		A9SDA2_PHYPA_817-1004 21
																						  0.00	200.84	 96.71	210.72	181.59	176.12	 78.38	216.71	180.65	194.50	188.01	184.63	165.51	165.51	165.51	171.70	171.70	171.70	171.70	188.78	215.86	222.81	146.64	157.63	206.65	156.19	173.81	282.44	157.63	187.24	177.58	195.30	150.13	188.01	220.04	204.03	161.51	218.82	188.01	157.63	172.80	251.52	154.81	147.28	200.03	224.03	197.66	201.64	212.63	211.12	206.65	208.93	210.72	171.70	233.95	169.47	145.24	188.42	242.19	222.65	188.78	205.61	168.52	208.62		A9TQF1_PHYPA_224-401 22
																							  0.00	189.11	138.03	216.71	205.84	195.43	 82.04	191.81	211.95	238.50	196.19	179.15	181.40	181.40	180.65	180.65	179.15	188.78	178.31	251.98	239.22	200.01	220.91	204.03	219.17	240.21	228.52	220.91	206.65	226.09	187.24	212.77	214.42	197.61	217.68	183.62	191.87	190.78	217.55	180.61	218.29	228.20	226.56	161.86	189.05	256.81	213.60	219.96	201.64	224.87	218.12	234.56	239.40	242.14	207.78	251.01	215.01	231.68	204.20	232.51	187.63	239.22	195.30		A9TQF1_PHYPA_820-1003 23
																								  0.00	196.79	173.17	154.41	 93.68	213.08	203.10	184.63	191.06	197.72	148.02	150.08	150.08	159.48	159.48	156.69	165.78	187.63	231.63	220.00	165.78	168.18	192.57	170.22	210.72	232.79	168.18	189.54	174.65	194.66	171.08	162.58	202.44	183.38	136.72	215.90	199.23	181.40	164.69	212.44	177.37	199.23	244.96	206.02	173.94	221.75	189.32	226.09	187.63	223.68	217.41	194.06	193.12	167.45	160.47	205.84	204.39	223.51	215.24	207.18	162.23	223.51		Q7XKT6_ORYSJ_248-436 24
																									  0.00	270.77	240.21	237.42	143.23	215.65	237.42	223.62	186.83	200.06	200.06	205.24	193.50	193.50	193.50	203.54	186.83	237.42	261.79	221.82	190.48	220.91	190.48	277.35	267.49	190.48	227.49	216.53	195.15	199.23	219.17	227.49	254.58	177.71	193.50	193.50	195.97	272.12	227.49	177.45	245.35	194.33	212.44	230.27	201.73	205.74	215.65	193.95	222.52	233.60	226.56	238.37	206.09	223.62	258.52	276.16	173.81	230.75	226.09	216.34	245.14		Q7XKT6_ORYSJ_859-1033 25
																										  0.00	 82.45	172.44	241.20	178.23	 55.68	 96.98	225.89	184.63	184.63	188.78	187.24	187.24	187.24	179.15	214.66	248.69	188.86	188.37	179.91	180.50	178.40	195.97	188.54	183.87	196.09	183.62	181.22	211.95	207.96	220.91	216.06	120.07	233.85	214.42	 99.50	168.31	225.42	195.08	191.29	272.33	205.06	122.69	224.24	216.34	215.86	227.80	188.25	318.24	228.10	214.42	 96.76	136.72	252.95	263.85	204.82	249.62	231.19	206.36	247.76		YSP2_YEAST_841-1021 26
																											  0.00	162.23	199.23	214.66	101.90	 58.89	227.53	179.15	180.65	180.65	161.51	161.51	161.51	164.79	186.54	186.13	179.40	176.80	181.59	184.35	184.14	176.14	188.54	181.59	179.15	176.08	196.96	196.88	216.87	240.26	222.58	127.46	211.27	195.43	105.91	174.14	218.29	198.15	199.23	236.68	165.28	131.14	197.72	202.82	222.65	201.03	211.64	219.17	222.65	217.55	 99.78	127.04	234.86	205.24	224.37	209.08	214.42	179.53	191.06		YSP2_YEAST_1046-1230 27
																												  0.00	232.51	201.56	162.23	174.63	222.58	153.71	155.11	158.09	180.65	180.65	180.65	176.84	204.82	212.77	219.09	161.88	158.34	176.08	160.07	170.06	211.27	158.34	176.84	189.11	166.23	157.39	186.13	228.98	150.04	155.80	246.99	230.75	169.64	170.46	196.79	158.91	189.67	211.12	173.60	176.80	204.03	178.70	173.17	172.89	255.85	210.72	191.06	251.98	163.33	144.61	215.86	293.68	200.84	195.43	241.20	180.20	235.77		A9RSX7_PHYPA_212-394 28
																													  0.00	178.31	228.10	260.66	178.31	222.65	225.23	225.23	254.88	254.88	251.01	239.40	169.64	268.10	264.04	198.45	257.62	176.84	255.59	207.24	207.32	257.62	229.87	213.60	190.00	202.44	202.44	211.58	210.69	204.03	175.35	242.14	215.86	192.48	252.54	259.29	239.22	188.42	189.05	246.83	196.88	226.82	206.65	211.70	172.93	234.56	216.06	277.49	213.30	277.49	225.42	231.68	227.21	218.40	165.78	195.85	208.62		A9RSX7_PHYPA_807-992 29
																														  0.00	213.87	240.34	170.08	195.43	197.72	197.72	211.49	211.49	209.89	206.39	174.67	178.23	158.61	164.26	185.38	135.92	188.01	177.64	185.06	185.38	183.62	138.66	154.78	176.80	131.78	146.67	150.64	183.16	169.54	168.56	238.61	 59.73	177.58	180.35	173.86	162.58	158.18	203.71	184.81	160.71	186.88	169.90	  3.58	200.84	146.70	154.26	209.89	209.51	152.90	211.95	210.69	201.48	163.59	214.76	186.54		F4HVW5_ARATH_257-449 30
																															  0.00	107.27	215.45	176.84	176.84	176.84	187.24	187.24	187.24	187.24	210.29	202.33	183.36	211.49	173.17	206.39	169.64	208.62	199.23	173.17	196.09	221.75	195.55	223.51	231.19	230.75	242.10	120.69	246.67	246.83	114.93	201.87	222.65	181.34	215.01	233.39	217.92	128.96	214.66	207.24	195.30	217.26	271.08	251.98	259.65	235.14	103.58	130.23	265.70	227.21	200.78	236.01	224.11	177.71	198.47		YHO0_YEAST_751-934 31
																																  0.00	249.24	195.43	195.43	200.01	177.58	177.58	177.58	177.58	212.60	238.61	207.78	213.87	199.23	182.66	197.66	180.82	228.14	199.23	193.89	185.82	187.99	214.42	262.58	261.67	244.79	125.19	217.09	217.68	104.53	210.29	222.65	218.71	194.50	256.81	186.30	177.45	233.72	240.21	294.00	238.22	318.24	218.40	253.91	217.68	105.91	139.30	227.80	196.09	243.00	219.30	196.38	221.82	214.66		YHO0_YEAST_957-1143 32
																																	  0.00	216.06	217.68	217.68	187.63	187.63	191.81	191.81	 52.48	207.96	188.42	192.78	194.66	149.99	197.66	198.42	188.95	194.66	169.09	180.35	196.29	180.50	180.35	159.06	197.03	203.71	 72.40	158.54	232.88	152.70	217.55	181.34	204.20	221.75	192.16	236.23	184.81	196.70	215.24	190.17	188.82	211.95	216.06	228.65	298.79	239.48	179.04	233.95	181.22	203.86	 89.75	193.50	252.39		B9G4K6_ORYSJ_394-582 33
																																		  0.00	  -0.00	  2.26	 65.76	 65.76	 65.76	 64.64	200.78	192.34	173.76	136.72	 66.90	178.31	 68.02	200.90	199.23	 66.90	111.22	137.14	162.94	119.43	182.88	196.79	188.01	175.35	224.03	181.40	173.90	206.20	201.73	 82.90	182.57	229.87	169.35	183.62	189.54	190.17	241.20	184.73	231.19	234.86	210.29	200.84	168.91	169.64	188.42	205.24	186.13	245.89	185.52	175.35	200.03		GRM1B_HUMAN_55-233 34
																																			  0.00	  2.22	 66.41	 66.41	 66.94	 65.30	200.78	192.34	173.76	138.66	 66.90	180.50	 68.02	200.90	201.11	 66.90	113.09	136.06	162.94	119.36	182.88	196.79	186.13	177.51	224.03	182.14	173.90	206.20	201.73	 82.90	182.57	229.87	169.35	181.22	189.54	190.17	243.08	184.73	235.51	234.86	212.77	200.84	168.91	169.64	188.42	205.24	186.13	245.89	185.52	175.35	200.03		GRM1B_HUMAN_321-502 35
																																				  0.00	 68.67	 68.67	 69.23	 67.53	200.78	188.01	173.76	136.31	 68.05	180.50	 69.19	200.90	206.97	 68.05	113.09	136.06	162.94	119.36	182.88	196.79	186.13	177.51	224.03	182.14	173.90	206.20	196.79	 81.10	178.49	229.87	165.28	181.22	189.54	185.56	243.08	184.73	235.51	234.86	212.77	196.09	168.91	166.23	188.42	205.24	182.14	245.89	185.52	175.35	195.30		GRM1B_MOUSE_321-502 36
																																					  0.00	  -0.00	  1.12	 13.48	199.23	205.02	164.62	135.02	 74.05	171.80	 74.09	216.53	201.11	 75.30	122.69	155.80	183.11	135.67	208.28	181.78	193.12	187.63	196.38	171.08	176.10	187.63	170.06	 86.59	189.67	221.78	178.05	176.08	223.51	193.29	216.71	193.29	248.76	234.86	185.38	190.00	186.47	168.18	206.09	186.03	181.40	244.02	178.15	197.55	226.31		GRM1C_HUMAN_107-289 37
																																						  0.00	  1.12	 13.48	199.23	205.02	164.62	135.02	 74.05	171.80	 74.09	216.53	201.11	 75.30	122.69	155.80	183.11	135.67	208.28	181.78	193.12	187.63	196.38	171.08	176.10	187.63	170.06	 86.59	189.67	221.78	178.05	176.08	223.51	193.29	216.71	193.29	248.76	234.86	185.38	190.00	186.47	168.18	206.09	186.03	181.40	244.02	178.15	197.55	226.31		GRM1C_HUMAN_312-494 38
																																							  0.00	 15.11	199.23	205.02	164.62	132.09	 74.05	174.63	 74.09	216.53	206.97	 75.30	122.06	158.79	183.11	137.37	208.28	181.78	188.01	186.88	196.38	171.08	176.10	187.63	170.06	 86.59	189.67	221.78	178.05	176.08	223.51	193.29	216.71	193.29	245.75	234.86	186.47	190.00	186.47	168.18	206.09	186.03	181.40	244.02	178.15	197.55	226.31		B3KUR5_HUMAN_45-223 39
																																								  0.00	209.08	200.03	164.62	135.02	 70.38	168.38	 70.38	210.72	206.97	 71.59	128.96	150.08	183.11	138.01	208.28	181.78	202.44	183.62	202.16	174.63	179.91	203.43	177.71	 77.61	185.23	221.78	192.81	172.52	217.55	203.71	222.65	198.36	236.94	242.14	181.40	185.70	195.30	164.79	211.58	186.03	185.38	236.68	185.52	192.67	214.16		GRM1C_MOUSE_107-289 40
																																									  0.00	207.96	206.94	183.38	220.08	162.91	218.40	198.42	192.16	220.08	209.08	186.54	187.99	220.91	187.99	179.91	220.11	185.52	 79.12	197.72	210.29	152.70	228.98	204.55	209.45	196.19	165.60	273.72	164.26	187.22	185.38	181.18	208.37	196.88	246.83	211.49	248.69	254.24	195.43	227.21	197.72	252.39	 84.37	234.56	259.70		Q8W4D4_ARATH_391-576 41
																																										  0.00	 57.39	187.63	188.01	173.23	191.56	190.00	218.92	188.01	190.78	200.78	181.95	183.11	184.81	193.12	197.72	212.28	243.40	200.78	190.59	172.93	215.86	190.20	212.44	253.31	184.52	199.23	227.53	206.36	249.62	210.29	205.79	280.84	190.78	122.97	187.63	194.06	200.78	135.67	240.30	234.02	266.40	211.95	149.16		I7M7X5_TETTS_1013-1226 42
																																											  0.00	179.40	177.79	176.14	181.99	207.24	232.98	177.79	184.73	192.67	183.36	181.18	165.97	176.12	191.29	186.83	223.88	170.69	187.63	162.82	238.37	177.54	215.65	246.13	169.64	182.57	205.02	178.59	203.54	185.56	182.66	289.86	206.36	124.25	189.67	202.56	193.50	141.84	291.14	220.91	213.36	225.42	154.22		I7M7X5_TETTS_1307-1507 43
																																												  0.00	135.41	184.81	136.47	188.42	291.95	137.80	135.02	172.59	166.48	140.42	176.06	193.70	178.94	161.23	212.25	183.62	163.97	146.88	198.42	133.74	176.12	189.54	163.08	181.06	189.11	169.90	219.24	164.62	194.42	225.23	171.08	171.08	181.40	184.35	206.65	154.73	227.80	189.85	232.88	191.84	246.83		Q2MGF5_CAEEL_57-244 44
																																													  0.00	169.64	  2.90	223.62	239.00	  0.57	137.14	154.41	173.17	133.07	186.88	187.63	200.03	177.58	231.73	192.34	185.38	190.26	196.79	  3.87	182.57	179.91	148.87	174.63	170.36	185.56	202.56	184.73	192.86	278.60	208.62	179.15	179.91	153.71	207.78	170.06	204.03	219.24	193.50	171.48	186.47		J3KR86_HUMAN_127-303 45
																																														  0.00	171.70	150.18	179.67	169.64	179.04	145.42	146.70	176.08	161.55	181.59	146.08	220.91	141.65	173.23	197.72	116.03	141.83	174.38	154.73	167.67	143.26	192.78	164.66	164.62	155.11	156.07	138.85	157.63	161.18	191.06	193.89	235.14	184.63	188.42	209.89	188.37	150.70	201.82	233.39		Q55FU7_DICDI_479-662 46
																																															  0.00	230.27	236.78	  3.49	133.42	155.99	172.44	131.76	193.89	183.36	203.38	172.44	240.10	195.30	183.87	190.26	192.10	  0.76	182.57	183.11	154.20	180.65	168.91	181.18	200.90	180.35	197.89	278.60	206.94	183.11	179.91	159.77	206.94	173.81	197.66	211.95	202.23	175.35	186.47		GRM1A_MOUSE_365-539 47
																																																  0.00	161.79	223.62	222.72	154.73	162.60	206.09	178.40	220.04	131.04	171.59	190.00	184.92	184.92	180.61	200.90	218.58	164.93	182.35	160.02	181.59	170.96	180.35	207.78	176.17	195.20	247.11	207.24	188.01	181.59	163.33	173.04	188.42	195.30	198.42	162.23	194.33	220.91		C4M0I0_ENTHI_201-371 48
																																																	  0.00	239.00	213.22	208.87	226.09	234.91	191.26	224.19	173.66	237.02	219.61	171.22	185.41	186.71	207.70	236.23	182.32	226.09	162.23	224.87	228.14	211.99	202.04	211.99	201.73	257.05	245.84	188.54	188.54	233.85	190.00	255.85	234.91	253.86	226.09	298.79	270.85		C4M0I0_ENTHI_381-531 49
																																																		  0.00	137.14	154.41	173.17	133.07	186.88	187.63	200.03	177.58	231.73	196.88	189.54	197.89	196.79	  4.66	182.57	179.91	152.33	178.31	170.36	185.56	202.56	184.73	192.86	278.60	208.62	179.15	183.87	153.71	207.78	170.06	204.03	219.24	193.50	171.48	186.47		B3KQF7_HUMAN_127-303 50
																																																			  0.00	147.35	187.24	 64.20	213.60	177.71	180.65	176.08	208.31	194.66	165.51	180.61	190.48	148.02	176.93	200.03	165.28	191.81	201.64	171.35	228.98	171.35	185.23	234.86	243.08	204.20	186.47	216.71	186.83	222.72	231.63	211.95	193.50	220.00	208.62		Q8MRR1_DROME_41-220 51
																																																				  0.00	154.26	179.77	207.18	171.70	175.35	176.76	199.23	188.37	206.39	134.11	202.56	156.69	 95.52	174.63	151.29	205.39	157.86	176.17	231.63	187.63	153.63	242.14	188.78	200.01	208.28	176.08	179.91	197.61	226.95	249.62	184.10	208.11	220.08		Q86AF7_DICDI_286-471 52
