B9FU30_ORYSJ_284-472	B9FU30_ORYSJ_849-1024	Q5Z6I4_ORYSJ_261-445	Q5Z6I4_ORYSJ_857-1036	D0NKW7_PHYIT_491-663	D0NKW7_PHYIT_696-864	Q22US2_TETTS_932-1154	Q22US2_TETTS_1211-1402	Q22US2_TETTS_1444-1649	B9G1J5_ORYSJ_289-475	B9G1J5_ORYSJ_898-1071	C2GR1_ARATH_236-423	C2GR1_ARATH_844-1019	A9TQ08_PHYPA_235-415	A9TQ08_PHYPA_826-1012	C2GR2_ARATH_238-426	C2GR2_ARATH_849-1023	B9F3V9_ORYSJ_332-515	B9F3V9_ORYSJ_899-1075	A9SDA2_PHYPA_232-412	A9SDA2_PHYPA_817-1004	A9TQF1_PHYPA_224-401	A9TQF1_PHYPA_820-1003	Q7XKT6_ORYSJ_248-436	Q7XKT6_ORYSJ_859-1033	YSP2_YEAST_841-1021	YSP2_YEAST_1046-1230	A9RSX7_PHYPA_212-394	A9RSX7_PHYPA_807-992	F4HVW5_ARATH_257-449	YHO0_YEAST_751-934	YHO0_YEAST_957-1143	B9G4K6_ORYSJ_394-582	GRM1B_HUMAN_55-233	GRM1B_HUMAN_321-502	GRM1B_MOUSE_321-502	GRM1C_HUMAN_107-289	GRM1C_HUMAN_312-494	B3KUR5_HUMAN_45-223	GRM1C_MOUSE_107-289	Q8W4D4_ARATH_391-576	I7M7X5_TETTS_1013-1226	I7M7X5_TETTS_1307-1507	Q2MGF5_CAEEL_57-244	J3KR86_HUMAN_127-303	Q55FU7_DICDI_479-662	GRM1A_MOUSE_365-539	C4M0I0_ENTHI_201-371	C4M0I0_ENTHI_381-531	B3KQF7_HUMAN_127-303	Q8MRR1_DROME_41-220	Q86AF7_DICDI_286-471	D0MXP9_PHYIT_957-1148	Q8MKJ8_DROME_144-324	D0NMG0_PHYIT_279-489	B8C8I7_THAPS_81-294	Q22XZ6_TETTS_144-333	Q4P940_USTMA_827-1016	B9F0Z0_ORYSJ_387-537	B8BQ30_THAPS_365-549	V5IMN0_NEUCR_493-676	B9G4T6_ORYSJ_322-427	Q55CZ7_DICDI_2-179	F8WJ74_MOUSE_365-496	Q86AF6_DICDI_540-708	B8CDL4_THAPS_224-415	D0NJ57_PHYIT_385-538	YL072_YEAST_390-578	B8C2T9_THAPS_869-1064	Q4QEC5_LEIMA_378-547	B8CDL2_THAPS_184-373	Q4QEC6_LEIMA_54-221	Q8VZF8_ARATH_257-370	Q4Q507_LEIMA_35-214	C4LUM2_ENTHI_46-249	I7MCY9_TETTS_788-993	Q5BB65_EMENI_853-1030	YFE2_YEAST_402-586	B8BUE2_THAPS_254-437	Q23QL2_TETTS_311-513	Q7RWT3_NEUCR_945-1126	D0NHH4_PHYIT_394-641	Q6K8R7_ORYSJ_365-458	B8LDM5_THAPS_929-1109	I7M5W4_TETTS_346-560	
82.93	44.72	86.99	45.53	85.00	79.66	80.33	80.00	81.30	83.74	0.00	84.55	50.82	84.55	67.48	83.74	54.47	86.18	52.03	84.55	69.92	85.37	66.67	80.49	61.79	85.25	82.35	86.18	71.54	78.86	85.37	85.37	80.49	82.93	82.93	82.93	82.93	82.93	82.93	83.74	83.74	81.30	84.17	78.86	80.49	80.49	80.49	86.18	84.31	80.49	85.37	80.49	78.05	82.93	78.05	82.93	86.18	82.11	79.63	79.67	82.93	80.77	86.89	81.72	85.37	82.11	83.33	85.37	79.67	84.75	87.80	85.59	79.41	86.99	81.15	85.37	82.93	84.55	82.79	81.30	83.74	88.62	80.00	90.24	85.37	
46.40	82.11	31.20	81.30	82.79	83.33	84.68	81.97	81.60	42.40	84.55	0.00	80.33	44.00	78.05	42.40	79.67	45.60	90.24	53.60	78.86	51.20	78.05	48.80	81.30	76.61	79.34	51.20	82.11	79.20	77.60	78.40	81.60	68.00	68.00	68.80	68.80	68.80	68.80	70.40	79.20	84.00	81.15	76.00	75.20	76.80	75.20	81.60	86.54	75.20	76.80	76.00	76.00	72.00	80.80	77.60	81.60	73.60	85.32	80.00	78.40	77.22	79.03	74.74	79.20	80.00	82.69	76.80	81.60	72.50	80.80	71.67	80.00	83.20	75.00	87.20	78.40	69.60	78.23	87.20	80.80	83.20	81.69	77.60	88.00	
83.61	50.82	86.07	40.98	84.03	76.07	84.30	79.83	82.79	81.15	50.82	80.33	0.00	83.61	68.03	80.33	56.56	82.79	56.56	82.79	69.67	86.07	68.85	81.97	59.02	82.64	82.20	86.07	70.49	81.97	82.79	83.61	80.33	77.05	77.05	77.05	76.23	76.23	76.23	77.87	80.33	84.43	82.35	77.87	77.87	82.79	77.87	85.25	85.15	77.87	81.97	80.33	77.05	81.97	81.97	80.33	81.15	81.97	78.50	80.33	81.15	83.33	86.78	78.26	84.43	82.79	75.25	84.43	82.79	80.34	85.25	80.34	82.09	89.34	87.60	81.97	82.79	82.79	78.51	83.61	80.33	86.89	76.81	87.70	86.07	
58.40	80.49	52.00	80.49	80.33	80.83	83.06	83.61	82.40	60.00	84.55	44.00	83.61	0.00	82.93	51.20	84.55	59.20	87.80	30.40	81.30	28.80	83.74	56.80	84.55	76.61	79.34	44.00	81.30	78.40	79.20	80.00	78.40	76.00	76.00	76.80	73.60	73.60	73.60	73.60	78.40	84.00	82.79	75.20	74.40	76.00	74.40	80.80	87.50	74.40	76.80	76.80	77.60	68.80	75.20	82.40	81.60	75.20	82.57	78.40	75.20	78.48	84.68	72.63	73.60	79.20	77.88	81.60	82.40	81.67	78.40	80.00	81.43	82.40	79.03	85.60	79.20	76.00	77.42	88.80	81.60	82.40	81.69	76.80	86.40	
76.42	65.85	79.67	67.48	81.67	77.12	83.61	82.50	82.93	81.30	67.48	78.05	68.03	82.93	0.00	82.11	69.11	82.11	64.23	82.11	26.83	80.49	26.02	77.24	66.67	80.33	78.15	80.49	47.97	76.42	80.49	80.49	76.42	78.05	78.05	78.05	82.93	82.93	82.93	83.74	76.42	83.74	83.33	78.86	82.11	79.67	82.11	84.55	87.25	82.11	82.93	79.67	78.05	79.67	81.30	77.24	80.49	74.80	79.63	80.49	82.93	76.92	87.70	84.95	83.74	82.93	80.39	84.55	81.30	83.90	82.11	85.59	82.35	88.62	82.79	85.37	83.74	86.99	81.15	83.74	84.55	85.37	77.14	80.49	77.24	
46.40	82.11	48.80	84.55	81.15	78.33	85.48	83.61	83.20	44.80	83.74	42.40	80.33	51.20	82.11	0.00	82.93	48.00	87.80	53.60	82.11	58.40	82.11	52.80	80.49	83.06	77.69	56.80	86.99	79.20	80.00	80.80	79.20	69.60	69.60	70.40	72.00	72.00	72.00	72.80	80.80	78.40	79.51	75.20	74.40	74.40	74.40	79.20	84.62	74.40	75.20	77.60	77.60	73.60	80.80	80.80	79.20	75.20	82.57	78.40	76.00	78.48	82.26	74.74	79.20	81.60	81.73	79.20	82.40	76.67	81.60	75.83	82.86	82.40	75.00	85.60	76.00	75.20	79.84	86.40	84.00	80.00	83.10	79.20	86.40	
82.93	64.23	83.74	63.41	82.50	81.36	82.79	78.33	80.49	82.11	54.47	79.67	56.56	84.55	69.11	82.93	0.00	82.93	67.48	81.30	66.67	84.55	66.67	80.49	58.54	82.79	78.15	83.74	69.11	79.67	82.93	84.55	82.93	78.05	78.05	78.05	81.30	81.30	81.30	81.30	80.49	84.55	84.17	81.30	80.49	82.93	80.49	86.18	85.29	80.49	83.74	79.67	80.49	85.37	82.11	77.24	84.55	82.11	80.56	80.49	82.93	79.49	86.89	82.80	81.30	84.55	76.47	85.37	78.86	83.05	87.80	83.05	80.88	88.62	83.61	83.74	84.55	86.99	85.25	87.80	86.18	90.24	77.14	88.62	87.80	
24.00	81.30	45.60	84.55	83.61	82.50	85.48	81.97	82.40	40.80	86.18	45.60	82.79	59.20	82.11	48.00	82.93	0.00	89.43	55.20	82.11	61.60	82.11	52.80	83.74	76.61	77.69	58.40	86.99	77.60	76.00	80.00	81.60	76.80	76.80	76.80	74.40	74.40	74.40	73.60	84.00	82.40	80.33	77.60	76.80	77.60	76.80	82.40	85.58	76.80	77.60	76.80	76.00	75.20	82.40	82.40	82.40	76.80	85.32	80.80	76.80	79.75	80.65	73.68	78.40	84.00	82.69	74.40	85.60	79.17	81.60	79.17	81.43	84.00	79.03	82.40	80.00	72.80	75.81	88.00	85.60	78.40	85.92	81.60	84.00	
84.55	34.96	91.87	51.22	85.00	83.90	84.43	83.33	86.18	86.99	52.03	90.24	56.56	87.80	64.23	87.80	67.48	89.43	0.00	85.37	70.73	86.18	67.48	86.18	65.85	90.16	91.60	88.62	74.80	80.49	91.87	89.43	83.74	80.49	80.49	81.30	83.74	83.74	83.74	85.37	86.99	89.43	87.50	86.18	82.93	85.37	82.93	89.43	84.31	82.93	86.99	82.11	81.30	84.55	80.49	82.11	86.99	85.37	86.11	84.55	86.18	88.46	89.34	83.87	85.37	80.49	82.35	88.62	82.93	87.29	88.62	88.14	77.94	85.37	81.15	82.93	89.43	89.43	84.43	86.99	80.49	92.68	87.14	86.18	86.99	
57.60	81.30	52.80	81.30	81.15	80.00	83.06	82.79	82.40	59.20	84.55	53.60	82.79	30.40	82.11	53.60	81.30	55.20	85.37	0.00	80.49	25.60	81.30	58.40	82.93	75.00	77.69	48.80	83.74	78.40	78.40	80.00	79.20	77.60	77.60	77.60	78.40	78.40	78.40	78.40	80.00	83.20	83.61	78.40	75.20	80.00	75.20	77.60	88.46	75.20	76.80	76.00	77.60	71.20	76.00	84.00	82.40	72.80	82.57	80.00	75.20	81.01	85.48	74.74	72.80	82.40	81.73	77.60	83.20	82.50	83.20	81.67	82.86	80.00	76.61	86.40	74.40	73.60	78.23	87.20	80.80	81.60	81.69	76.80	81.60	
78.86	68.29	80.49	69.11	81.67	79.66	83.61	84.17	82.93	84.55	69.92	78.86	69.67	81.30	26.83	82.11	66.67	82.11	70.73	80.49	0.00	82.11	16.26	77.24	63.41	81.97	79.83	78.05	47.97	80.49	80.49	82.93	77.24	77.24	77.24	77.24	80.49	80.49	80.49	81.30	77.24	86.99	87.50	77.24	81.30	80.49	81.30	86.99	86.27	81.30	83.74	81.30	78.05	82.93	83.74	81.30	81.30	77.24	80.56	78.86	83.74	83.33	86.07	82.80	84.55	78.86	77.45	86.18	82.11	83.90	78.86	85.59	83.82	86.99	83.61	85.37	83.74	86.18	82.79	86.18	86.18	85.37	81.43	81.30	82.11	
60.00	81.30	52.80	82.93	83.61	83.33	83.06	80.33	82.40	63.20	85.37	51.20	86.07	28.80	80.49	58.40	84.55	61.60	86.18	25.60	82.11	0.00	80.49	56.80	84.55	76.61	78.51	49.60	81.30	77.60	80.80	79.20	79.20	77.60	77.60	77.60	76.00	76.00	76.00	76.00	80.80	82.40	82.79	73.60	77.60	80.00	77.60	80.00	88.46	77.60	78.40	78.40	80.00	72.00	79.20	84.00	83.20	75.20	84.40	79.20	75.20	78.48	86.29	76.84	73.60	84.00	84.62	83.20	85.60	83.33	84.80	82.50	82.86	82.40	75.00	87.20	77.60	72.80	79.03	88.00	84.80	80.80	81.69	77.60	82.40	
78.05	66.67	79.67	67.48	81.67	80.51	79.51	83.33	82.11	83.74	66.67	78.05	68.85	83.74	26.02	82.11	66.67	82.11	67.48	81.30	16.26	80.49	0.00	79.67	69.11	81.15	79.83	80.49	49.59	78.05	79.67	82.93	79.67	78.05	78.05	78.05	79.67	79.67	79.67	80.49	78.86	87.80	85.83	79.67	83.74	81.30	83.74	86.18	85.29	83.74	82.11	82.11	78.05	82.11	82.93	81.30	81.30	78.86	80.56	79.67	82.93	80.77	85.25	84.95	82.93	76.42	78.43	86.99	83.74	83.05	81.30	84.75	82.35	86.99	83.61	85.37	82.93	86.99	81.97	86.99	84.55	85.37	80.00	84.55	82.11	
48.80	78.86	52.80	78.86	81.15	81.67	86.29	83.61	80.80	58.40	80.49	48.80	81.97	56.80	77.24	52.80	80.49	52.80	86.18	58.40	77.24	56.80	79.67	0.00	81.30	76.61	76.86	57.60	82.11	79.20	78.40	81.60	80.80	72.00	72.00	72.00	73.60	73.60	73.60	75.20	80.80	84.80	82.79	75.20	79.20	78.40	79.20	81.60	86.54	79.20	79.20	76.80	79.20	76.00	73.60	78.40	78.40	69.60	85.32	80.00	79.20	77.22	84.68	80.00	80.80	86.40	82.69	78.40	84.00	78.33	84.00	79.17	81.43	84.00	78.23	79.20	78.40	76.00	81.45	82.40	84.80	83.20	83.10	76.80	85.60	
82.93	65.85	81.30	64.23	85.83	83.90	89.34	86.67	84.55	81.30	61.79	81.30	59.02	84.55	66.67	80.49	58.54	83.74	65.85	82.93	63.41	84.55	69.11	81.30	0.00	87.70	84.87	85.37	72.36	86.99	83.74	84.55	78.86	80.49	80.49	81.30	81.30	81.30	81.30	82.11	79.67	86.99	89.17	85.37	79.67	84.55	79.67	91.06	87.25	79.67	84.55	84.55	81.30	82.11	88.62	85.37	86.99	78.05	81.48	80.49	79.67	89.74	86.89	78.49	86.99	79.67	82.35	83.74	81.30	81.36	81.30	80.51	88.24	85.37	86.07	86.99	81.30	84.55	88.52	91.06	79.67	86.18	84.29	82.11	86.99	
75.81	87.70	76.61	86.07	80.17	80.67	88.62	83.47	83.06	80.65	85.25	76.61	82.64	76.61	80.33	83.06	82.79	76.61	90.16	75.00	81.97	76.61	81.15	76.61	87.70	0.00	50.83	72.58	82.79	79.84	39.52	56.45	84.68	79.84	79.84	80.65	78.23	78.23	78.23	77.42	83.87	86.29	79.34	79.03	79.84	78.23	79.84	83.87	78.64	80.65	80.65	82.26	79.84	82.26	83.87	86.29	83.87	62.90	88.89	83.06	57.26	78.48	84.55	81.91	83.06	88.71	81.55	66.94	87.90	85.71	86.29	85.71	85.51	90.32	85.37	85.48	60.48	67.74	85.37	87.90	82.26	87.10	87.14	83.06	86.29	
77.69	84.87	79.34	82.35	82.20	78.45	79.17	78.81	79.34	78.51	82.35	79.34	82.20	79.34	78.15	77.69	78.15	77.69	91.60	77.69	79.83	78.51	79.83	76.86	84.87	50.83	0.00	76.03	78.15	83.47	55.37	42.15	84.30	79.34	79.34	79.34	72.73	72.73	72.73	74.38	78.51	82.64	77.97	78.51	80.17	78.51	80.17	79.34	82.00	80.17	78.51	80.17	82.64	83.47	84.30	87.60	84.30	65.29	85.71	81.82	59.50	79.75	83.33	82.42	84.30	85.95	77.00	64.46	84.30	81.90	83.47	81.90	86.36	83.47	82.50	85.95	60.33	65.29	86.67	83.47	83.47	86.78	85.07	80.99	81.82	
58.40	83.74	56.80	83.74	81.97	85.83	83.06	85.25	83.20	56.00	86.18	51.20	86.07	44.00	80.49	56.80	83.74	58.40	88.62	48.80	78.05	49.60	80.49	57.60	85.37	72.58	76.03	0.00	83.74	79.20	73.60	76.80	82.40	75.20	75.20	76.00	78.40	78.40	78.40	77.60	82.40	83.20	84.43	76.80	75.20	76.00	75.20	76.00	82.69	75.20	78.40	77.60	75.20	72.80	77.60	83.20	76.00	72.00	86.24	83.20	76.00	75.95	79.84	74.74	79.20	82.40	78.85	77.60	82.40	77.50	78.40	77.50	87.14	82.40	77.42	86.40	76.00	69.60	83.87	90.40	83.20	80.80	85.92	80.00	85.60	
83.74	69.92	84.55	74.80	79.17	78.81	81.97	80.83	82.11	88.62	71.54	82.11	70.49	81.30	47.97	86.99	69.11	86.99	74.80	83.74	47.97	81.30	49.59	82.11	72.36	82.79	78.15	83.74	0.00	78.86	82.11	86.18	73.98	82.93	82.93	82.93	85.37	85.37	85.37	84.55	75.61	87.80	87.50	78.86	85.37	77.24	85.37	82.11	83.33	85.37	84.55	81.30	79.67	79.67	80.49	83.74	79.67	79.67	78.70	84.55	83.74	79.49	87.70	86.02	84.55	77.24	77.45	85.37	80.49	83.05	80.49	82.20	77.94	86.18	81.15	86.99	82.93	86.99	82.79	84.55	85.37	86.18	78.57	80.49	82.93	
77.60	78.86	79.20	82.93	74.59	74.17	80.65	77.05	74.40	80.80	78.86	79.20	81.97	78.40	76.42	79.20	79.67	77.60	80.49	78.40	80.49	77.60	78.05	79.20	86.99	79.84	83.47	79.20	78.86	0.00	84.00	88.00	74.40	77.60	77.60	77.60	80.00	80.00	80.00	79.20	76.00	76.80	75.41	72.00	76.80	67.20	77.60	76.80	76.92	76.80	78.40	67.20	72.80	77.60	64.80	74.40	70.40	78.40	78.90	75.20	86.40	39.24	77.42	75.79	77.60	76.00	71.15	82.40	78.40	79.17	80.80	80.00	5.71	83.20	70.16	73.60	82.40	82.40	71.77	82.40	81.60	83.20	77.46	82.40	79.20	
78.40	86.99	77.60	87.80	82.79	81.67	85.48	86.89	80.00	80.80	85.37	77.60	82.79	79.20	80.49	80.00	82.93	76.00	91.87	78.40	80.49	80.80	79.67	78.40	83.74	39.52	55.37	73.60	82.11	84.00	0.00	59.20	83.20	80.00	80.00	80.00	78.40	78.40	78.40	79.20	83.20	80.80	77.05	83.20	80.00	80.80	80.00	84.80	85.58	80.00	82.40	86.40	80.00	84.80	84.80	86.40	87.20	64.00	88.99	86.40	62.40	82.28	83.87	81.05	84.80	86.40	87.50	68.00	85.60	83.33	84.00	83.33	91.43	85.60	87.90	84.80	60.80	65.60	87.90	85.60	80.80	86.40	88.73	77.60	81.60	
78.40	86.99	77.60	84.55	88.52	86.67	86.29	86.89	86.40	77.60	85.37	78.40	83.61	80.00	80.49	80.80	84.55	80.00	89.43	80.00	82.93	79.20	82.93	81.60	84.55	56.45	42.15	76.80	86.18	88.00	59.20	0.00	85.60	82.40	82.40	83.20	75.20	75.20	75.20	76.00	82.40	86.40	81.97	83.20	82.40	79.20	82.40	80.00	86.54	82.40	82.40	84.00	78.40	84.80	87.20	88.80	86.40	64.80	86.24	84.00	60.00	84.81	82.26	84.21	83.20	88.00	82.69	76.80	87.20	86.67	88.00	86.67	92.86	86.40	87.10	84.00	60.80	72.00	87.10	83.20	84.00	87.20	83.10	84.00	85.60	
