B9FU30_ORYSJ_284-472	B9FU30_ORYSJ_849-1024	Q5Z6I4_ORYSJ_261-445	Q5Z6I4_ORYSJ_857-1036	D0NKW7_PHYIT_491-663	D0NKW7_PHYIT_696-864	Q22US2_TETTS_932-1154	Q22US2_TETTS_1211-1402	Q22US2_TETTS_1444-1649	B9G1J5_ORYSJ_289-475	B9G1J5_ORYSJ_898-1071	C2GR1_ARATH_236-423	C2GR1_ARATH_844-1019	A9TQ08_PHYPA_235-415	A9TQ08_PHYPA_826-1012	C2GR2_ARATH_238-426	C2GR2_ARATH_849-1023	B9F3V9_ORYSJ_332-515	B9F3V9_ORYSJ_899-1075	A9SDA2_PHYPA_232-412	A9SDA2_PHYPA_817-1004	A9TQF1_PHYPA_224-401	A9TQF1_PHYPA_820-1003	Q7XKT6_ORYSJ_248-436	Q7XKT6_ORYSJ_859-1033	YSP2_YEAST_841-1021	YSP2_YEAST_1046-1230	A9RSX7_PHYPA_212-394	A9RSX7_PHYPA_807-992	F4HVW5_ARATH_257-449	YHO0_YEAST_751-934	YHO0_YEAST_957-1143	B9G4K6_ORYSJ_394-582	GRM1B_HUMAN_55-233	GRM1B_HUMAN_321-502	GRM1B_MOUSE_321-502	GRM1C_HUMAN_107-289	GRM1C_HUMAN_312-494	B3KUR5_HUMAN_45-223	GRM1C_MOUSE_107-289	Q8W4D4_ARATH_391-576	I7M7X5_TETTS_1013-1226	I7M7X5_TETTS_1307-1507	Q2MGF5_CAEEL_57-244	J3KR86_HUMAN_127-303	Q55FU7_DICDI_479-662	GRM1A_MOUSE_365-539	C4M0I0_ENTHI_201-371	C4M0I0_ENTHI_381-531	B3KQF7_HUMAN_127-303	Q8MRR1_DROME_41-220	Q86AF7_DICDI_286-471	D0MXP9_PHYIT_957-1148	Q8MKJ8_DROME_144-324	D0NMG0_PHYIT_279-489	B8C8I7_THAPS_81-294	Q22XZ6_TETTS_144-333	Q4P940_USTMA_827-1016	B9F0Z0_ORYSJ_387-537	B8BQ30_THAPS_365-549	V5IMN0_NEUCR_493-676	B9G4T6_ORYSJ_322-427	Q55CZ7_DICDI_2-179	F8WJ74_MOUSE_365-496	Q86AF6_DICDI_540-708	B8CDL4_THAPS_224-415	D0NJ57_PHYIT_385-538	YL072_YEAST_390-578	B8C2T9_THAPS_869-1064	Q4QEC5_LEIMA_378-547	B8CDL2_THAPS_184-373	Q4QEC6_LEIMA_54-221	Q8VZF8_ARATH_257-370	Q4Q507_LEIMA_35-214	C4LUM2_ENTHI_46-249	I7MCY9_TETTS_788-993	Q5BB65_EMENI_853-1030	YFE2_YEAST_402-586	B8BUE2_THAPS_254-437	Q23QL2_TETTS_311-513	Q7RWT3_NEUCR_945-1126	D0NHH4_PHYIT_394-641	Q6K8R7_ORYSJ_365-458	B8LDM5_THAPS_929-1109	I7M5W4_TETTS_346-560	
105.62	272.48	85.35	272.48	269.31	279.71	346.22	372.42	321.38	111.47	446.65	65.15	372.42	0.00	340.54	83.11	446.65	108.50	99999	38.93	290.41	36.33	380.07	100.11	446.65	215.00	251.68	65.15	290.41	237.44	249.44	263.11	237.44	208.36	208.36	217.12	186.01	186.01	186.01	186.01	237.44	396.97	335.08	200.32	192.90	208.36	192.90	278.99	99999	192.90	217.12	217.12	226.76	152.63	200.32	321.38	297.93	200.32	327.12	237.44	200.32	238.59	462.33	178.27	186.01	249.44	230.43	297.93	321.38	299.68	237.44	263.11	293.55	321.38	246.80	99999	249.44	208.36	224.50	99999	297.93	321.38	300.31	217.12	99999	
212.89	136.76	257.32	145.19	299.68	220.85	372.42	324.74	340.54	290.41	145.19	232.61	148.24	340.54	0.00	312.34	154.44	312.34	129.02	312.34	33.22	272.48	31.98	222.25	140.88	269.31	233.99	272.48	74.59	212.89	272.48	272.48	212.89	232.61	232.61	232.61	340.54	340.54	340.54	380.07	212.89	380.07	358.35	244.19	312.34	257.32	312.34	446.65	99999	312.34	340.54	257.32	232.61	257.32	290.41	222.25	272.48	196.51	256.54	272.48	340.54	218.55	99999	507.99	380.07	340.54	270.57	446.65	290.41	390.02	312.34	99999	319.83	99999	335.08	742.72	380.07	99999	286.78	380.07	446.65	742.72	221.14	272.48	222.25	
70.74	312.34	76.71	446.65	286.78	236.51	99999	372.42	352.15	66.97	380.07	61.61	269.31	83.11	312.34	0.00	340.54	74.67	99999	90.01	312.34	105.62	312.34	87.65	272.48	346.22	227.85	100.11	99999	249.44	263.11	278.99	249.44	157.45	157.45	162.52	173.55	173.55	173.55	179.57	278.99	237.44	254.48	200.32	192.90	192.90	192.90	249.44	454.21	192.90	200.32	226.76	226.76	186.01	278.99	278.99	249.44	200.32	327.12	237.44	208.36	238.59	316.79	195.96	249.44	297.93	301.40	249.44	321.38	215.61	297.93	206.63	337.78	321.38	198.41	99999	208.36	200.32	260.20	99999	396.97	263.11	347.68	249.44	99999	
340.54	129.02	380.07	125.38	324.74	291.76	335.08	236.51	272.48	312.34	92.65	257.32	99.30	446.65	154.44	340.54	0.00	340.54	145.19	290.41	140.88	446.65	140.88	272.48	106.10	335.08	233.99	380.07	154.44	257.32	340.54	446.65	340.54	232.61	232.61	232.61	290.41	290.41	290.41	290.41	272.48	446.65	409.52	290.41	272.48	340.54	272.48	99999	646.49	272.48	380.07	257.32	272.48	742.72	312.34	222.25	446.65	312.34	273.86	272.48	340.54	254.13	99999	335.41	290.41	446.65	213.42	742.72	244.19	345.64	99999	345.64	280.78	99999	372.42	380.07	446.65	99999	611.76	99999	99999	99999	221.14	99999	99999	
28.97	290.41	68.83	446.65	372.42	324.74	99999	308.01	321.38	58.21	99999	68.83	335.08	108.50	312.34	74.67	340.54	0.00	99999	94.92	312.34	117.73	312.34	87.65	380.07	215.00	227.85	105.62	99999	226.76	208.36	263.11	297.93	217.12	217.12	217.12	192.90	192.90	192.90	186.01	396.97	321.38	269.31	226.76	217.12	226.76	217.12	321.38	99999	217.12	226.76	217.12	208.36	200.32	321.38	321.38	321.38	217.12	672.95	278.99	217.12	258.57	275.71	186.71	237.44	396.97	331.55	192.90	99999	248.91	297.93	248.91	293.55	396.97	246.80	321.38	263.11	179.57	206.35	99999	99999	237.44	99999	297.93	396.97	
446.65	46.85	99999	83.16	520.30	390.02	432.89	358.35	99999	99999	85.44	99999	99.30	99999	129.02	99999	145.19	99999	0.00	742.72	164.70	99999	145.19	99999	136.76	99999	99999	99999	196.51	272.48	99999	99999	380.07	272.48	272.48	290.41	380.07	380.07	380.07	742.72	99999	99999	99999	99999	340.54	742.72	340.54	99999	422.08	340.54	99999	312.34	290.41	446.65	272.48	312.34	99999	742.72	99999	446.65	99999	99999	99999	388.23	742.72	272.48	319.83	99999	340.54	99999	99999	99999	231.17	742.72	286.78	340.54	99999	99999	432.89	99999	272.48	99999	99999	99999	99999	
102.82	290.41	87.65	290.41	286.78	263.11	346.22	335.08	321.38	108.50	446.65	90.01	335.08	38.93	312.34	90.01	290.41	94.92	742.72	0.00	272.48	31.35	290.41	105.62	340.54	198.41	227.85	76.71	380.07	237.44	237.44	263.11	249.44	226.76	226.76	226.76	237.44	237.44	237.44	237.44	263.11	352.15	372.42	237.44	200.32	263.11	200.32	226.76	99999	200.32	217.12	208.36	226.76	167.87	208.36	396.97	321.38	179.57	327.12	263.11	200.32	283.68	99999	195.96	179.57	321.38	301.40	226.76	352.15	324.74	352.15	299.68	337.78	263.11	215.00	99999	192.90	186.01	235.01	99999	278.99	297.93	300.31	217.12	297.93	
244.19	149.70	272.48	154.44	299.68	257.08	372.42	409.52	340.54	446.65	159.43	244.19	157.89	290.41	33.22	312.34	140.88	312.34	164.70	272.48	0.00	312.34	18.38	222.25	125.38	308.01	260.07	232.61	74.59	272.48	272.48	340.54	222.25	222.25	222.25	222.25	272.48	272.48	272.48	290.41	222.25	99999	99999	222.25	290.41	272.48	290.41	99999	99999	290.41	380.07	290.41	232.61	340.54	380.07	290.41	290.41	222.25	273.86	244.19	380.07	358.35	99999	335.41	446.65	244.19	224.89	99999	312.34	390.02	244.19	99999	385.20	99999	372.42	742.72	380.07	99999	335.08	99999	99999	742.72	293.55	290.41	312.34	
111.47	290.41	87.65	340.54	372.42	358.35	346.22	269.31	321.38	124.44	742.72	83.11	99999	36.33	272.48	105.62	446.65	117.73	99999	31.35	312.34	0.00	272.48	100.11	446.65	215.00	239.04	78.79	290.41	226.76	278.99	249.44	249.44	226.76	226.76	226.76	208.36	208.36	208.36	208.36	278.99	321.38	335.08	186.01	226.76	263.11	226.76	263.11	99999	226.76	237.44	237.44	263.11	173.55	249.44	396.97	352.15	200.32	430.63	249.44	200.32	238.59	99999	217.61	186.01	396.97	454.21	352.15	99999	358.35	480.62	324.74	337.78	321.38	198.41	99999	226.76	179.57	246.80	99999	480.62	278.99	300.31	226.76	321.38	
232.61	140.88	257.32	145.19	299.68	272.90	254.48	358.35	312.34	380.07	140.88	232.61	152.94	380.07	31.98	312.34	140.88	312.34	145.19	290.41	18.38	272.48	0.00	257.32	154.44	286.78	260.07	272.48	78.77	232.61	257.32	340.54	257.32	232.61	232.61	232.61	257.32	257.32	257.32	272.48	244.19	99999	99999	257.32	380.07	290.41	380.07	99999	646.49	380.07	312.34	312.34	232.61	312.34	340.54	290.41	290.41	244.19	273.86	257.32	340.54	278.33	611.76	507.99	340.54	212.89	237.89	99999	380.07	345.64	290.41	472.11	319.83	99999	372.42	742.72	340.54	99999	308.01	99999	446.65	742.72	263.11	446.65	312.34	
76.71	244.19	87.65	244.19	286.78	299.68	99999	372.42	278.99	105.62	272.48	76.71	308.01	100.11	222.25	87.65	272.48	87.65	99999	105.62	222.25	100.11	257.32	0.00	290.41	215.00	217.81	102.82	312.34	249.44	237.44	297.93	278.99	173.55	173.55	173.55	186.01	186.01	186.01	200.32	278.99	480.62	335.08	200.32	249.44	237.44	249.44	297.93	99999	249.44	249.44	217.12	249.44	208.36	186.01	237.44	237.44	157.45	672.95	263.11	249.44	222.00	462.33	263.11	278.99	99999	331.55	237.44	396.97	236.51	396.97	248.91	293.55	396.97	235.01	249.44	237.44	208.36	294.13	321.38	480.62	352.15	347.68	217.12	99999	
340.54	136.76	290.41	129.02	99999	390.02	99999	99999	446.65	290.41	118.50	290.41	107.83	446.65	140.88	272.48	106.10	380.07	136.76	340.54	125.38	446.65	154.44	290.41	0.00	99999	493.52	742.72	176.19	99999	380.07	446.65	244.19	272.48	272.48	290.41	290.41	290.41	290.41	312.34	257.32	99999	99999	742.72	257.32	446.65	257.32	99999	99999	257.32	446.65	446.65	290.41	312.34	99999	742.72	99999	232.61	294.88	272.48	257.32	99999	99999	238.79	99999	257.32	319.83	380.07	290.41	291.76	290.41	272.90	99999	742.72	99999	99999	290.41	446.65	99999	99999	257.32	99999	419.56	312.34	99999	
206.35	99999	215.00	99999	266.19	276.28	99999	365.19	346.22	275.71	611.76	215.00	329.82	215.00	269.31	346.22	335.08	215.00	99999	198.41	308.01	215.00	286.78	215.00	99999	0.00	82.10	177.88	335.08	260.20	55.58	98.95	462.33	260.20	260.20	275.71	235.01	235.01	235.01	224.50	388.23	99999	251.68	246.80	260.20	235.01	260.20	388.23	240.90	275.71	275.71	316.79	260.20	316.79	388.23	99999	388.23	123.16	99999	346.22	101.65	238.59	446.65	306.51	346.22	99999	296.72	142.28	99999	99999	99999	99999	99999	99999	742.72	99999	113.32	146.62	742.72	99999	316.79	99999	99999	346.22	99999	
227.85	493.52	251.68	319.83	315.08	238.13	248.91	243.46	251.68	239.04	319.83	251.68	315.08	251.68	233.99	227.85	233.99	227.85	99999	227.85	260.07	239.04	260.07	217.81	493.52	82.10	0.00	208.71	233.99	365.19	95.46	61.07	420.62	251.68	251.68	251.68	179.01	179.01	179.01	192.72	239.04	329.82	231.50	239.04	266.19	239.04	266.19	251.68	308.96	266.19	239.04	266.19	329.82	365.19	420.62	99999	420.62	134.00	99999	303.79	109.62	258.57	358.35	321.96	420.62	99999	219.44	130.10	420.62	305.99	365.19	305.99	99999	365.19	324.74	99999	112.73	134.00	99999	365.19	365.19	99999	540.37	283.21	303.79	
105.62	380.07	100.11	380.07	308.01	99999	346.22	611.76	352.15	97.48	99999	83.11	99999	65.15	272.48	100.11	380.07	105.62	99999	76.71	232.61	78.79	272.48	102.82	742.72	177.88	208.71	0.00	380.07	249.44	186.01	217.12	321.38	200.32	200.32	208.36	237.44	237.44	237.44	226.76	321.38	352.15	432.89	217.12	200.32	208.36	200.32	208.36	331.55	200.32	237.44	226.76	200.32	179.57	226.76	352.15	208.36	173.55	99999	352.15	208.36	207.83	260.20	195.96	249.44	321.38	243.95	226.76	321.38	225.50	237.44	225.50	99999	321.38	224.50	99999	208.36	157.45	388.23	99999	352.15	278.99	99999	263.11	99999	
380.07	159.43	446.65	196.51	248.91	243.46	308.01	279.71	312.34	99999	170.28	312.34	163.12	290.41	74.59	99999	154.44	99999	196.51	380.07	74.59	290.41	78.77	312.34	176.19	335.08	233.99	380.07	0.00	244.19	312.34	99999	189.25	340.54	340.54	340.54	742.72	742.72	742.72	446.65	204.36	99999	99999	244.19	742.72	222.25	742.72	312.34	358.35	742.72	446.65	290.41	257.32	257.32	272.48	380.07	257.32	257.32	241.82	446.65	380.07	254.13	99999	99999	446.65	222.25	224.89	742.72	272.48	345.64	272.48	315.08	231.17	99999	286.78	99999	340.54	99999	335.08	446.65	742.72	99999	239.89	272.48	340.54	
226.76	244.19	249.44	340.54	194.61	190.84	275.71	220.02	192.90	278.99	244.19	249.44	308.01	237.44	212.89	249.44	257.32	226.76	272.48	237.44	272.48	226.76	232.61	249.44	99999	260.20	365.19	249.44	244.19	0.00	396.97	99999	192.90	226.76	226.76	226.76	263.11	263.11	263.11	249.44	208.36	217.12	202.37	173.55	217.12	143.68	226.76	217.12	218.55	217.12	237.44	143.68	179.57	226.76	131.67	192.90	162.52	237.44	244.75	200.32	99999	55.03	224.50	206.18	226.76	208.36	167.56	321.38	237.44	248.91	278.99	263.11	5.95	352.15	160.98	186.01	321.38	321.38	171.91	321.38	297.93	352.15	225.06	321.38	249.44	
237.44	99999	226.76	99999	335.08	299.68	99999	99999	263.11	278.99	742.72	226.76	335.08	249.44	272.48	263.11	340.54	208.36	99999	237.44	272.48	278.99	257.32	237.44	380.07	55.58	95.46	186.01	312.34	396.97	0.00	108.50	352.15	263.11	263.11	263.11	237.44	237.44	237.44	249.44	352.15	278.99	220.02	352.15	263.11	278.99	263.11	480.62	99999	263.11	321.38	99999	263.11	480.62	480.62	99999	99999	127.98	99999	99999	121.02	317.44	388.23	284.59	480.62	99999	99999	148.05	99999	358.35	396.97	358.35	99999	99999	99999	480.62	114.55	135.51	99999	99999	278.99	99999	99999	226.76	297.93	
237.44	99999	226.76	446.65	99999	99999	99999	99999	99999	226.76	742.72	237.44	372.42	263.11	272.48	278.99	446.65	263.11	99999	263.11	340.54	249.44	340.54	297.93	446.65	98.95	61.07	217.12	99999	99999	108.50	0.00	99999	321.38	321.38	352.15	200.32	200.32	200.32	208.36	321.38	99999	308.01	352.15	321.38	249.44	321.38	263.11	99999	321.38	321.38	396.97	237.44	480.62	99999	99999	99999	131.67	99999	396.97	111.47	482.29	316.79	413.10	352.15	99999	331.55	217.12	99999	99999	99999	99999	99999	99999	99999	396.97	114.55	173.55	99999	352.15	396.97	99999	347.68	396.97	99999	
278.99	272.48	321.38	290.41	168.64	236.51	275.71	335.08	278.99	352.15	272.48	297.93	269.31	237.44	212.89	249.44	340.54	297.93	380.07	249.44	222.25	249.44	257.32	278.99	244.19	462.33	420.62	321.38	189.25	192.90	352.15	99999	0.00	297.93	297.93	297.93	237.44	237.44	237.44	226.76	50.27	352.15	269.31	249.44	278.99	179.57	263.11	297.93	301.40	278.99	192.90	249.44	237.44	249.44	249.44	186.01	226.76	278.99	73.94	200.32	480.62	207.83	316.79	230.56	396.97	352.15	243.95	480.62	226.76	263.11	321.38	248.91	180.02	321.38	275.71	99999	99999	99999	206.35	99999	237.44	99999	103.33	263.11	99999	
